source,target,producer_overlap,same_branch,historical_share_corr,lag1_directed_corr,combined_strength,combined_signed
26259,26220,0.0,1.0,0.24969390708918537,-0.10233229690258612,0.2749081721267556,0.05802355806180671
26220,26259,0.0,1.0,0.24969390708918537,0.07830437158056885,0.2749081721267556,0.041427184140122246
26220,26218,0.0,0.0,-0.9158499538031757,-0.393986972950209,0.2747549861409527,-0.041404099835307115
26218,26220,0.0,0.0,-0.9158499538031757,0.4064044274456529,0.2747549861409527,-0.04557858683106736
7586,16186,0.0,1.0,0.2428683703102833,0.004122884410949357,0.272860511093085,0.059017636259756937
16186,7586,0.0,1.0,0.2428683703102833,-0.1840365265016729,0.272860511093085,0.05952394274986924
7965,26228,0.0,1.0,-0.24244415057954682,0.017587763332892574,0.27273324517386405,-0.05019818712538687
26228,7965,0.0,1.0,-0.24244415057954682,-0.41627765161540264,0.27273324517386405,-0.062180841666350246
26257,15150Д,0.0,0.0,-0.9055981933152248,0.016551237972615658,0.27167945799456744,-0.04457351019066322
15150Д,26257,0.0,0.0,-0.9055981933152248,-0.3909897929456348,0.27167945799456744,-0.04282700537157222
26183,26293,0.0,0.0,0.9052370177106402,0.13429817108326178,0.27157110531319206,0.04310606215372367
26293,26183,0.0,0.0,0.9052370177106402,-0.026748188437835645,0.27157110531319206,0.04532727260234436
7620,26183,0.0,0.0,0.8943365104458982,0.013813347457821588,0.26830095313376945,0.03922923060841392
26183,7620,0.0,0.0,0.8943365104458982,0.2182169386535953,0.26830095313376945,0.042586995948444735
7586,7587,0.40777662526524194,0.0,-0.21426699138342392,-0.04408250862356215,0.26816841004764813,-0.05800277078257856
7587,7586,0.40777662526524194,0.0,-0.21426699138342392,0.0814194915548371,0.26816841004764813,-0.06298628238316692
26256,26293,0.0,0.0,0.8891181655583023,0.891569384518295,0.2667354496674907,0.03843612984127361
26293,26256,0.0,0.0,0.8891181655583023,-0.09546978629394108,0.2667354496674907,0.04452016508105268
26228,26256,0.0,1.0,-0.2173777974963053,-0.04255651377812357,0.26521333924889157,-0.060466367586124066
26256,26228,0.0,1.0,-0.2173777974963053,-0.26928222168001287,0.26521333924889157,-0.038216796289040636
7585,16186,0.0,1.0,0.2151970897454438,0.11039143750672233,0.26455912692363315,0.03958571350439683
16186,7585,0.0,1.0,0.2151970897454438,-0.1515777473750546,0.26455912692363315,0.05771301337035725
26304,16181,0.0,1.0,-0.2125187529364059,-0.19340631834109143,0.2637556258809218,-0.053242986612541295
