КНС,Период,Нагн. скваж.,Закачка м3/мес базовый прогноз,Закачка м3/мес прогноз,Доля базовый прогноз,Доля прогноз,Руст базовый прогноз,Руст прогноз,Суммарная закачка прогноз,Закачка м3/мес факт,Руст факт
97,04.2026,2992,6234.101889572589,3366.9932728270887,0.07306020905155358,0.0730602090515536,68.60438283210449,68.60438283210449,46085.18530861624,8212.165,80.0
97,04.2026,2994,4939.003383566454,2667.5199509898625,0.05788237441438982,0.05788237441438983,91.38379535297771,91.38379535297771,46085.18530861624,4787.724,90.0
97,04.2026,2997,651.3465890733203,351.7875746235353,0.007633419986655969,0.007633419986655971,89.9180944752182,89.9180944752182,46085.18530861624,,
97,04.2026,3592,4544.366371261141,2454.3793592611523,0.053257447980843274,0.05325744798084328,45.05077409291149,45.05077409291149,46085.18530861624,6293.227,34.0
97,04.2026,3592Д/2,3770.3944447278027,2036.3627281320394,0.04418692719786708,0.044186927197867085,46.24500741286175,46.24500741286175,46085.18530861624,4796.674,40.0
97,04.2026,4611,8.518920592085433,4.601007303598359,9.983701427664952e-05,9.983701427664954e-05,82.02382388757361,82.02382388757361,46085.18530861624,3501.21,96.0
97,04.2026,4625,4120.0504554207155,2225.2094067170938,0.04828470129425867,0.048284701294258686,47.36199389783945,47.36199389783945,46085.18530861624,4577.461,30.0
97,04.2026,4634Д,4843.561447070356,2615.9724524375115,0.056763847968045816,0.05676384796804583,44.252715080109134,44.252715080109134,46085.18530861624,5032.603,38.0
97,04.2026,4636,1071.882708251545,578.9160863699115,0.012561869557279946,0.01256186955727995,107.39741509216977,107.39741509216977,46085.18530861624,1539.858,122.0
97,04.2026,4639,4868.894433029843,2629.6546146506257,0.0570607364826843,0.05706073648268432,60.04084638544045,60.04084638544045,46085.18530861624,7679.433,50.0
97,04.2026,4648,967.5276890561015,522.5546964150083,0.01133888673584892,0.011338886735848923,95.8629892339413,95.8629892339413,46085.18530861624,1002.104,80.0
97,04.2026,4650,1247.4879055593542,673.7591814110489,0.014619864863277017,0.01461986486327702,73.05756135193188,73.05756135193188,46085.18530861624,,
97,04.2026,4698,1632.2943349259135,881.5903465039644,0.019129582328903844,0.019129582328903848,39.05417136329191,39.05417136329191,46085.18530861624,5331.58,32.0
97,04.2026,4702,425.83626567385664,229.9910824761937,0.0049905643415779815,0.004990564341577982,121.86352134009816,121.86352134009816,46085.18530861624,,
97,04.2026,9684,739.8382687885988,399.5812898338813,0.008670493286682613,0.008670493286682615,121.66675483563368,121.66675483563368,46085.18530861624,628.627,121.0
97,05.2026,23281,3273.858440251479,1889.6741899150365,0.03962469204532508,0.03962469204532507,108.0790571584733,108.0790571584733,47689.309175034476,5271.493,130.0
97,05.2026,23308,4029.338789851156,2325.738162649556,0.04876854378647802,0.048768543786478005,83.72944047202954,83.72944047202954,47689.309175034476,3970.261,95.0
97,05.2026,23311,4848.086056938141,2798.319860030126,0.05867813789793913,0.05867813789793912,62.02039156684937,62.02039156684937,47689.309175034476,6690.488,130.0
97,05.2026,23322,865.2970855523093,499.4502966509761,0.0104730033898759,0.010473003389875904,112.79169228123035,112.79169228123035,47689.309175034476,4414.874,135.0
97,05.2026,23414,959.5918717931752,553.87733650467,0.011614287270796254,0.011614287270796256,115.99272031201416,115.99272031201416,47689.309175034476,6853.246,135.0
97,05.2026,24527,2544.887025260852,1468.9111993234771,0.03080168752145518,0.030801687521455175,89.3157362542325,89.3157362542325,47689.309175034476,6095.713,110.0
97,05.2026,24528,3224.803287693853,1861.359509435642,0.03903095980283292,0.03903095980283292,87.23427402839467,87.23427402839467,47689.309175034476,,
97,05.2026,24759,4548.626472213051,2625.4715043345122,0.05505367030371989,0.055053670303719895,94.15834125435002,94.15834125435002,47689.309175034476,3524.499,80.0
97,05.2026,24779,4064.31650304636,2345.927331806837,0.04919189169204696,0.049191891692046956,47.47788125594553,47.47788125594553,47689.309175034476,,
97,05.2026,2553,1942.616195538654,1121.27990645141,0.02351218597727987,0.023512185977279873,99.35301645740839,99.35301645740839,47689.309175034476,4357.726,95.0
97,05.2026,2555,3525.0380183682814,2034.6552801067708,0.04266480926865513,0.042664809268655124,75.18586347529704,75.18586347529704,47689.309175034476,9810.167,95.0
97,05.2026,2556,649.6924927514843,375.0031216498588,0.007863463072477766,0.007863463072477768,118.39227953427991,118.39227953427991,47689.309175034476,,
97,05.2026,2558,3001.874130897761,1732.6845891648875,0.036332767639921146,0.03633276763992115,89.23519945196857,89.23519945196857,47689.309175034476,8666.247,90.0
97,05.2026,2902,5614.386106393841,3240.6289737607185,0.06795294437725259,0.06795294437725258,47.87551723608459,47.87551723608459,47689.309175034476,4372.192,60.0
97,05.2026,2903,936.7240854835748,540.6780286059371,0.011337510187482105,0.011337510187482103,87.98529477437873,87.98529477437873,47689.309175034476,,
97,05.2026,2992,5450.225629121814,3145.875390926742,0.06596605078468235,0.06596605078468235,63.763500701422224,63.763500701422224,47689.309175034476,,
97,05.2026,2994,3674.6510428842353,2121.0120594430227,0.044475629782311475,0.04447562978231147,91.74125790072526,91.74125790072526,47689.309175034476,6817.463,70.0
97,05.2026,2997,0.0,0.0,0.0,0.0,89.68987294541488,89.68987294541488,47689.309175034476,,
97,05.2026,3592,4552.155527791443,2627.5084785540666,0.05509638373896967,0.05509638373896967,44.88964037313736,44.88964037313736,47689.309175034476,5978.999,35.0
97,05.2026,3592Д/2,3911.455815538707,2257.695998318364,0.04734176353932752,0.047341763539327515,46.59427773753251,46.59427773753251,47689.309175034476,5200.451,60.0
97,05.2026,4611,1387.2508641567294,800.7225116101652,0.0167903986336071,0.016790398633607095,78.57868760950562,78.57868760950562,47689.309175034476,2017.638,90.0
97,05.2026,4625,4002.295634444437,2310.128827756624,0.048441230701785576,0.04844123070178557,48.14564889449074,48.14564889449074,47689.309175034476,8888.187,74.0
97,05.2026,4634Д,3756.421264188563,2168.209908562779,0.04546532432677479,0.04546532432677479,45.79533266786278,45.79533266786278,47689.309175034476,4636.756,40.0
97,05.2026,4636,1768.97923158777,1021.0564865383642,0.02141059504113955,0.021410595041139555,104.10522531682426,104.10522531682426,47689.309175034476,1775.564,130.0
97,05.2026,4639,5100.478170914421,2944.000827067429,0.061732930881050044,0.061732930881050044,63.94210804416679,63.94210804416679,47689.309175034476,10708.105,60.0
97,05.2026,4648,1313.4289079740072,758.1124086404068,0.01589690481482758,0.015896904814827584,100.00746888820385,100.00746888820385,47689.309175034476,1235.606,80.0
97,05.2026,4650,1289.904362443931,744.5340186980937,0.015612178737281022,0.015612178737281017,70.00251370023075,70.00251370023075,47689.309175034476,,
97,05.2026,4698,1807.1436783106233,1043.0850413035555,0.02187251313444511,0.021872513134445114,40.37326217404298,40.37326217404298,47689.309175034476,,
97,05.2026,4702,0.0,0.0,0.0,0.0,120.45308017106446,120.45308017106446,47689.309175034476,,
97,05.2026,9684,578.148614164907,333.70792722444406,0.0069975416502602895,0.006997541650260293,117.96585392653442,117.96585392653442,47689.309175034476,648.025,140.0
97,06.2026,23281,3231.506613273245,1859.3552048888032,0.037476181464132334,0.037476181464132334,107.6725464908446,107.6725464908446,49614.31854172104,8771.649,108.0
97,06.2026,23308,4711.350690736732,2710.8328953734003,0.05463811607316224,0.054638116073162254,81.63822688254287,81.63822688254287,49614.31854172104,6225.177,90.0
